,sample_id,X.query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
70,Lys2_ev_pop1_3,13_3_2835111-3078848_101,287.DR97_6054,0,1558,"COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,1RNCM@1236|Gammaproteobacteria,1YDAJ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",iorB,-,1.3.99.16,ko:K07303,-,-,-,-,"ko00000,ko01000",-,-,-,"Ald_Xan_dh_C,Ald_Xan_dh_C2,TAT_signal"
71,Lys2_ev_pop1_4,13_4_2839227-3026093_98,287.DR97_6054,0,1558,"COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,1RNCM@1236|Gammaproteobacteria,1YDAJ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",iorB,-,1.3.99.16,ko:K07303,-,-,-,-,"ko00000,ko01000",-,-,-,"Ald_Xan_dh_C,Ald_Xan_dh_C2,TAT_signal"
72,Lys2_ev_pop2_3,14_3_2890191-3084703_73,287.DR97_6054,0,1558,"COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,1RNCM@1236|Gammaproteobacteria,1YDAJ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",iorB,-,1.3.99.16,ko:K07303,-,-,-,-,"ko00000,ko01000",-,-,-,"Ald_Xan_dh_C,Ald_Xan_dh_C2,TAT_signal"
73,Lys2_ev_pop2_6,14_6_2811042-3146373_125,287.DR97_6054,0,1558,"COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,1RNCM@1236|Gammaproteobacteria,1YDAJ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",iorB,-,1.3.99.16,ko:K07303,-,-,-,-,"ko00000,ko01000",-,-,-,"Ald_Xan_dh_C,Ald_Xan_dh_C2,TAT_signal"
74,Lys2_ev_pop1_3,13_3_2835111-3078848_97,287.DR97_6050,5.25E-279,762,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1YFCI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
75,Lys2_ev_pop1_4,13_4_2839227-3026093_94,287.DR97_6050,5.25E-279,762,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1YFCI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
76,Lys2_ev_pop2_1,14_1_2921860-3009983_53,287.DR97_6050,5.25E-279,762,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1YFCI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
77,Lys2_ev_pop2_3,14_3_2890191-3084703_69,287.DR97_6050,5.25E-279,762,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1YFCI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
78,Lys2_ev_pop2_6,14_6_2811042-3146373_121,287.DR97_6050,5.25E-279,762,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1YFCI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
79,Lys2_ev_pop1_3,13_3_2835111-3078848_150,287.DR97_6106,0,963,"COG2141@1|root,COG2141@2|Bacteria,1MUJ9@1224|Proteobacteria,1RRJM@1236|Gammaproteobacteria,1YFQU@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Luciferase-like monooxygenase,soxA,-,1.14.14.28,ko:K20938,-,-,-,-,"ko00000,ko01000",-,-,-,Bac_luciferase
80,Lys2_ev_pop2_3,14_3_2890191-3084703_122,287.DR97_6106,0,963,"COG2141@1|root,COG2141@2|Bacteria,1MUJ9@1224|Proteobacteria,1RRJM@1236|Gammaproteobacteria,1YFQU@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Luciferase-like monooxygenase,soxA,-,1.14.14.28,ko:K20938,-,-,-,-,"ko00000,ko01000",-,-,-,Bac_luciferase
81,Lys2_ev_pop2_6,14_6_2811042-3146373_174,287.DR97_6106,0,963,"COG2141@1|root,COG2141@2|Bacteria,1MUJ9@1224|Proteobacteria,1RRJM@1236|Gammaproteobacteria,1YFQU@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Luciferase-like monooxygenase,soxA,-,1.14.14.28,ko:K20938,-,-,-,-,"ko00000,ko01000",-,-,-,Bac_luciferase
82,Lys2_ev_pop1_3,13_3_2835111-3078848_124,287.DR97_6076,1.63E-281,768,"COG2141@1|root,COG2141@2|Bacteria,1MWMV@1224|Proteobacteria,1RP4Z@1236|Gammaproteobacteria,1YFNQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the desulfonation of aliphatic sulfonates,ssuD,-,1.14.14.5,ko:K04091,"ko00920,map00920",-,"R07210,R10206","RC01779,RC02556","ko00000,ko00001,ko01000",-,-,-,Bac_luciferase
83,Lys2_ev_pop2_3,14_3_2890191-3084703_96,287.DR97_6076,1.63E-281,768,"COG2141@1|root,COG2141@2|Bacteria,1MWMV@1224|Proteobacteria,1RP4Z@1236|Gammaproteobacteria,1YFNQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the desulfonation of aliphatic sulfonates,ssuD,-,1.14.14.5,ko:K04091,"ko00920,map00920",-,"R07210,R10206","RC01779,RC02556","ko00000,ko00001,ko01000",-,-,-,Bac_luciferase
84,Lys2_ev_pop2_6,14_6_2811042-3146373_148,287.DR97_6076,1.63E-281,768,"COG2141@1|root,COG2141@2|Bacteria,1MWMV@1224|Proteobacteria,1RP4Z@1236|Gammaproteobacteria,1YFNQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Catalyzes the desulfonation of aliphatic sulfonates,ssuD,-,1.14.14.5,ko:K04091,"ko00920,map00920",-,"R07210,R10206","RC01779,RC02556","ko00000,ko00001,ko01000",-,-,-,Bac_luciferase
85,Lys2_ev_pop2_6,14_6_2811042-3146373_223,287.DR97_6158,1.83E-257,705,"COG1064@1|root,COG1064@2|Bacteria,1MUTT@1224|Proteobacteria,1RN4D@1236|Gammaproteobacteria,1YCR5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Alcohol dehydrogenase GroES-like domain,yahK,-,-,ko:K13979,-,-,-,-,"ko00000,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
86,Lys2_ev_pop2_6,14_6_2811042-3146373_15,287.DR97_5691,3.07E-239,657,"COG2141@1|root,COG2141@2|Bacteria,1MVF0@1224|Proteobacteria,1RMCE@1236|Gammaproteobacteria,1YFF1@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,C,Luciferase-like monooxygenase,yhbW,-,-,-,-,-,-,-,-,-,-,-,Bac_luciferase
87,Lys2_ev_pop2_6,14_6_2811042-3146373_235,287.DR97_6170,3.26E-227,627,"COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,1RMGZ@1236|Gammaproteobacteria,1YKMT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,CH,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",ghrB,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008873,GO:0008875,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016618,GO:0019520,GO:0019522,GO:0019752,GO:0030267,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046176,GO:0046181,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:1901575","1.1.1.215,1.1.1.43,1.1.1.79,1.1.1.81","ko:K00032,ko:K00090","ko00030,ko00260,ko00480,ko00620,ko00630,ko01100,ko01110,ko01120,map00030,map00260,map00480,map00620,map00630,map01100,map01110,map01120",-,"R00465,R01388,R01392,R01739,R02032,R02034","RC00001,RC00031,RC00042,RC00084","ko00000,ko00001,ko01000",-,-,iSFV_1184.SFV_3534,"2-Hacid_dh,2-Hacid_dh_C"
88,Lys2_ev_pop2_6,14_6_2811042-3146373_21,287.DR97_5697,1.77E-199,552,"COG0526@1|root,COG0526@2|Bacteria,1RAW3@1224|Proteobacteria,1S0FW@1236|Gammaproteobacteria,1YD7W@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,CO,Thioredoxin,-,-,-,-,-,-,-,-,-,-,-,-,"AhpC-TSA,LGT,Redoxin"
89,Lys2_ev_pop2_6,14_6_2811042-3146373_20,287.DR97_5696,0,1130,"COG4232@1|root,COG4232@2|Bacteria,1MU8W@1224|Proteobacteria,1RPF7@1236|Gammaproteobacteria,1YD4H@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,CO,Disulphide bond corrector protein DsbC,dsbD,-,1.8.1.8,ko:K04084,-,-,-,-,"ko00000,ko01000,ko03110",5.A.1.1,-,-,"DsbC,DsbD,Thioredoxin,Thioredoxin_7"
90,Lys2_ev_pop2_6,14_6_2811042-3146373_233,287.DR97_6168,0,1226,"COG2303@1|root,COG2303@2|Bacteria,1MU3F@1224|Proteobacteria,1RNYS@1236|Gammaproteobacteria,1YHH8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,GMC oxidoreductase,-,-,1.1.99.3,ko:K06151,"ko00030,ko01100,ko01120,map00030,map01100,map01120",-,R01741,RC00084,"ko00000,ko00001,ko01000",-,-,iJN746.PP_3383,"GMC_oxred_C,GMC_oxred_N"
91,Lys2_ev_pop2_6,14_6_2811042-3146373_194,287.DR97_6126,3.19E-143,404,"COG1280@1|root,COG1280@2|Bacteria,1RE3P@1224|Proteobacteria,1S5BR@1236|Gammaproteobacteria,1YKT3@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,LysE type translocator,-,-,-,-,-,-,-,-,-,-,-,-,LysE
92,Lys2_ev_pop1_3,13_3_2835111-3078848_26,287.DR97_5986,6.40E-87,255,"COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria,1YJMX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein,gcvH,-,-,ko:K02437,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01221,"RC00022,RC02834","ko00000,ko00001,ko00002",-,-,-,GCV_H
93,Lys2_ev_pop1_4,13_4_2839227-3026093_22,287.DR97_5986,6.40E-87,255,"COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria,1YJMX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein,gcvH,-,-,ko:K02437,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01221,"RC00022,RC02834","ko00000,ko00001,ko00002",-,-,-,GCV_H
94,Lys2_ev_pop2_6,14_6_2811042-3146373_50,287.DR97_5986,6.40E-87,255,"COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria,1YJMX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein,gcvH,-,-,ko:K02437,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01221,"RC00022,RC02834","ko00000,ko00001,ko00002",-,-,-,GCV_H
95,Lys2_ev_pop1_3,13_3_2835111-3078848_27,287.DR97_5987,0,1905,"COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,1MUDP@1224|Proteobacteria,1RND3@1236|Gammaproteobacteria,1YDBF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,"GO:0001505,GO:0003674,GO:0003824,GO:0004375,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005960,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016491,GO:0016638,GO:0016642,GO:0017144,GO:0019464,GO:0019752,GO:0032991,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204",1.4.4.2,"ko:K00281,ko:K00283","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
96,Lys2_ev_pop1_4,13_4_2839227-3026093_23,287.DR97_5987,0,1905,"COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,1MUDP@1224|Proteobacteria,1RND3@1236|Gammaproteobacteria,1YDBF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,"GO:0001505,GO:0003674,GO:0003824,GO:0004375,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005960,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016491,GO:0016638,GO:0016642,GO:0017144,GO:0019464,GO:0019752,GO:0032991,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204",1.4.4.2,"ko:K00281,ko:K00283","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
97,Lys2_ev_pop2_6,14_6_2811042-3146373_51,287.DR97_5987,0,1905,"COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,1MUDP@1224|Proteobacteria,1RND3@1236|Gammaproteobacteria,1YDBF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,"GO:0001505,GO:0003674,GO:0003824,GO:0004375,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005960,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016491,GO:0016638,GO:0016642,GO:0017144,GO:0019464,GO:0019752,GO:0032991,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204",1.4.4.2,"ko:K00281,ko:K00283","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
98,Lys2_ev_pop1_3,13_3_2835111-3078848_30,287.DR97_5990,2.54E-265,727,"COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1YE9V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,glycine cleavage system,gcvT,-,2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C"
99,Lys2_ev_pop1_4,13_4_2839227-3026093_26,287.DR97_5990,2.54E-265,727,"COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1YE9V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,glycine cleavage system,gcvT,-,2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C"
100,Lys2_ev_pop2_3,14_3_2890191-3084703_2,287.DR97_5990,2.54E-265,727,"COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1YE9V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,glycine cleavage system,gcvT,-,2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C"
101,Lys2_ev_pop2_6,14_6_2811042-3146373_54,287.DR97_5990,2.54E-265,727,"COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1YE9V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,glycine cleavage system,gcvT,-,2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C"
102,Lys2_ev_pop1_3,13_3_2835111-3078848_28,287.DR97_5988,3.77E-308,839,"COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,1RMHQ@1236|Gammaproteobacteria,1YIQE@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",glyA3,-,2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT
103,Lys2_ev_pop1_4,13_4_2839227-3026093_24,287.DR97_5988,3.77E-308,839,"COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,1RMHQ@1236|Gammaproteobacteria,1YIQE@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",glyA3,-,2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT
104,Lys2_ev_pop2_6,14_6_2811042-3146373_52,287.DR97_5988,3.77E-308,839,"COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,1RMHQ@1236|Gammaproteobacteria,1YIQE@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",glyA3,-,2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT
105,Lys2_ev_pop2_3,14_3_2890191-3084703_131,287.DR97_6115,0,880,"COG0665@1|root,COG0665@2|Bacteria,1MVGP@1224|Proteobacteria,1RNJ9@1236|Gammaproteobacteria,1YEUW@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,FAD dependent oxidoreductase,ordL,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0044424,GO:0044464,GO:0055114",-,ko:K09471,"ko00330,ko01100,map00330,map01100",M00136,R07415,RC00062,"ko00000,ko00001,ko00002,ko01000",-,-,-,DAO
106,Lys2_ev_pop2_6,14_6_2811042-3146373_183,287.DR97_6115,0,880,"COG0665@1|root,COG0665@2|Bacteria,1MVGP@1224|Proteobacteria,1RNJ9@1236|Gammaproteobacteria,1YEUW@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,FAD dependent oxidoreductase,ordL,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0044424,GO:0044464,GO:0055114",-,ko:K09471,"ko00330,ko01100,map00330,map01100",M00136,R07415,RC00062,"ko00000,ko00001,ko00002,ko01000",-,-,-,DAO
107,Lys2_ev_pop1_3,13_3_2835111-3078848_67,287.DR97_6020,0,926,"COG0160@1|root,COG0160@2|Bacteria,1MWY6@1224|Proteobacteria,1RQKU@1236|Gammaproteobacteria,1YDG4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,pvdH,-,2.6.1.76,ko:K00836,"ko00260,ko01100,ko01120,ko01210,ko01230,map00260,map01100,map01120,map01210,map01230",M00033,R06977,"RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,iJN746.PP_4223,Aminotran_3
108,Lys2_ev_pop1_4,13_4_2839227-3026093_64,287.DR97_6020,0,926,"COG0160@1|root,COG0160@2|Bacteria,1MWY6@1224|Proteobacteria,1RQKU@1236|Gammaproteobacteria,1YDG4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,pvdH,-,2.6.1.76,ko:K00836,"ko00260,ko01100,ko01120,ko01210,ko01230,map00260,map01100,map01120,map01210,map01230",M00033,R06977,"RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,iJN746.PP_4223,Aminotran_3
109,Lys2_ev_pop2_1,14_1_2921860-3009983_23,287.DR97_6020,0,926,"COG0160@1|root,COG0160@2|Bacteria,1MWY6@1224|Proteobacteria,1RQKU@1236|Gammaproteobacteria,1YDG4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,pvdH,-,2.6.1.76,ko:K00836,"ko00260,ko01100,ko01120,ko01210,ko01230,map00260,map01100,map01120,map01210,map01230",M00033,R06977,"RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,iJN746.PP_4223,Aminotran_3
110,Lys2_ev_pop2_3,14_3_2890191-3084703_39,287.DR97_6020,0,926,"COG0160@1|root,COG0160@2|Bacteria,1MWY6@1224|Proteobacteria,1RQKU@1236|Gammaproteobacteria,1YDG4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,pvdH,-,2.6.1.76,ko:K00836,"ko00260,ko01100,ko01120,ko01210,ko01230,map00260,map01100,map01120,map01210,map01230",M00033,R06977,"RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,iJN746.PP_4223,Aminotran_3
